id;consulta;resolucao;titulo;trecho;relevante
25;Existe um valor mínimo que devo receber por um frete? Como esse piso é calculado?;5867/2020;RESOLUÇÃO Nº 5.867, DE 14 DE JANEIRO DE 2020 (*) Estabelece as regras gerais, a metodologia e os coeficientes dos pisos ;RESOLUÇÃO Nº 5.867, DE 14 DE JANEIRO DE 2020 (*) Estabelece as regras gerais, a metodologia e os coeficientes dos pisos mínimos, referentes ao quilômetro rodado na realização do serviço de transporte rodoviário remunerado de cargas, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM-TRC. Veja Também A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições conferidas pelo inciso II do art. 20 da Lei nº 10.233, de 5 de junho de 2001, na Lei nº 13.703, de 8 de agosto de 2018, fundamentada n;
26;Qual regulamento rege as concessões de rodovias federais atualmente?;5990/2022;RESOLUÇÃO Nº 5.990, DE 20 DE SETEMBRO DE 2022 Institui o Registro Nacional do Agente Transportador Ferroviário de Cargas;RESOLUÇÃO Nº 5.990, DE 20 DE SETEMBRO DE 2022 Institui o Registro Nacional do Agente Transportador Ferroviário de Cargas e regulamenta a prestação do serviço de transporte ferroviário de cargas desvinculado da exploração de infraestrutura por Agente Transportador Ferroviário - ATF. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, considerando o disposto no art. 9º da Lei nº 14.273, de 23 de dezembro de 2021 , e no uso de suas atribuições conferidas pelo inciso VIII do art. 11 da Resolução nº 5.976, de 6 de abril de 2022 , fundamentada no Voto DGS - 101, de 20 de sete;
27;Qual a metodologia oficial para definir o preço mínimo do frete rodoviário?;6024/2023;RESOLUÇÃO Nº 6.024, DE 3 DE AGOSTO DE 2023 Estabelece as normas para o Vale-Pedágio obrigatório e institui os procedimen;RESOLUÇÃO Nº 6.024, DE 3 DE AGOSTO DE 2023 Estabelece as normas para o Vale-Pedágio obrigatório e institui os procedimentos de habilitação de empresas fornecedoras em âmbito nacional, os procedimentos de aprovação de modelos e sistemas operacionais e institui as infrações e suas respectivas penalidades. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DLA - 063, de 3 de agosto de 2023 , e no que consta do processo nº 50500.025441/2020-11, resolve: Art. 1º Estabelecer as normas para o Vale-Pedágio obrigatório e institui;
28;"Tenho débitos com a ANTT que ainda não foram para a dívida ativa; consigo parcelar?";5818/2018;RESOLUÇÃO Nº 5.818, DE 3 DE MAIO DE 2018 Aprova a delegação de competências da Diretoria Colegiada às Superintendências ;RESOLUÇÃO Nº 5.818, DE 3 DE MAIO DE 2018 Aprova a delegação de competências da Diretoria Colegiada às Superintendências da Agência Nacional de Transportes Terrestres. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres, no uso de suas atribuições, fundamentada no Voto DMV - 139, de 2 de maio de 2018, e no que consta do Processo nº 50500.434328/2016-39, resolve: Art. 1º Aprovar a delegação de competências da Diretoria Colegiada às Superintendências da Agência Nacional de Transportes Terrestres, nos termos do Anexo desta Resolução. Art. 2º Ficam revogadas as Deliberações nº 446, ;
29;"Vou mandar uma carga de caminhão para a Argentina; que regras da ANTT valem para essa viagem internacional?";5232/2016;RESOLUÇÃO Nº 5.232, DE 14 DE DEZEMBRO DE 2016 Aprova as Instruções Complementares ao Regulamento Terrestre do Transporte;"RESOLUÇÃO Nº 5.232, DE 14 DE DEZEMBRO DE 2016 Aprova as Instruções Complementares ao Regulamento Terrestre do Transporte de Produtos Perigosos, e dá outras providências. Revogada pela Resolução 5947/2021/DG/ANTT/MI A Diretoria da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DSL - 211, de 9 de dezembro de 2016, no que consta dos Processos nos 50500.310609/2016-05 e 50500.056919/2015-80; CONSIDERANDO a Lei 10.233, de 5 de junho de 2001, que estabelece no inciso VII do artigo 22, que constitui esfera de atuação da ANTT o transporte de produto";
30;As novas normas do regulamento de concessões de 2023 e 2024 mudaram o quê?;5998/2022;RESOLUÇÃO Nº 5.998, DE 3 DE NOVEMBRO DE 2022 Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos, ;RESOLUÇÃO Nº 5.998, DE 3 DE NOVEMBRO DE 2022 Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos, aprova suas Instruções Complementares, e dá outras providências. Série Histórica A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, considerando o disposto no inciso XIV do art. 24 da Lei nº 10.233, de 5 de junho de 2001 , fundamentada no Voto DGS - 114, de 3 de novembro de 2022 , e no que consta do processo nº 50500.017488/2021-84, resolve: Art. 1º Atualizar o Regulamento para o Transporte Rodoviário de Produtos Perigosos ;
31;"Vou mandar uma carga de caminhão para a Argentina; que regras da ANTT valem para essa viagem internacional?";6038/2024;RESOLUÇÃO Nº 6.038, DE 8 DE FEVEREIRO DE 2024 Dispõe sobre o transporte rodoviário internacional de cargas e dá outras p;RESOLUÇÃO Nº 6.038, DE 8 DE FEVEREIRO DE 2024 Dispõe sobre o transporte rodoviário internacional de cargas e dá outras providências. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DGS - 010, de 8 de fevereiro de 2024 , e no que consta do processo nº 50500.088320/2021-53, resolve: CAPÍTULO I DAS DISPOSIÇÕES PRELIMINARES Art. 1º Estabelecer normas para o transporte rodoviário internacional de cargas nos termos dos Acordos Internacionais vigentes. § 1º A prestação de serviço de transporte rodoviário internacional de car;
32;"Vou levar produtos químicos inflamáveis na estrada; que documentos e exigências preciso cumprir?";5232/2016;RESOLUÇÃO Nº 5.232, DE 14 DE DEZEMBRO DE 2016 Aprova as Instruções Complementares ao Regulamento Terrestre do Transporte;"RESOLUÇÃO Nº 5.232, DE 14 DE DEZEMBRO DE 2016 Aprova as Instruções Complementares ao Regulamento Terrestre do Transporte de Produtos Perigosos, e dá outras providências. Revogada pela Resolução 5947/2021/DG/ANTT/MI A Diretoria da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DSL - 211, de 9 de dezembro de 2016, no que consta dos Processos nos 50500.310609/2016-05 e 50500.056919/2015-80; CONSIDERANDO a Lei 10.233, de 5 de junho de 2001, que estabelece no inciso VII do artigo 22, que constitui esfera de atuação da ANTT o transporte de produto";
33;"Sou transportador de carga própria; também sou obrigado a me registrar na ANTT?";5990/2022;RESOLUÇÃO Nº 5.990, DE 20 DE SETEMBRO DE 2022 Institui o Registro Nacional do Agente Transportador Ferroviário de Cargas;RESOLUÇÃO Nº 5.990, DE 20 DE SETEMBRO DE 2022 Institui o Registro Nacional do Agente Transportador Ferroviário de Cargas e regulamenta a prestação do serviço de transporte ferroviário de cargas desvinculado da exploração de infraestrutura por Agente Transportador Ferroviário - ATF. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, considerando o disposto no art. 9º da Lei nº 14.273, de 23 de dezembro de 2021 , e no uso de suas atribuições conferidas pelo inciso VIII do art. 11 da Resolução nº 5.976, de 6 de abril de 2022 , fundamentada no Voto DGS - 101, de 20 de sete;
34;"Quero abrir uma linha regular de ônibus entre dois estados; o que a regulação exige?";5818/2018;RESOLUÇÃO Nº 5.818, DE 3 DE MAIO DE 2018 Aprova a delegação de competências da Diretoria Colegiada às Superintendências ;RESOLUÇÃO Nº 5.818, DE 3 DE MAIO DE 2018 Aprova a delegação de competências da Diretoria Colegiada às Superintendências da Agência Nacional de Transportes Terrestres. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres, no uso de suas atribuições, fundamentada no Voto DMV - 139, de 2 de maio de 2018, e no que consta do Processo nº 50500.434328/2016-39, resolve: Art. 1º Aprovar a delegação de competências da Diretoria Colegiada às Superintendências da Agência Nacional de Transportes Terrestres, nos termos do Anexo desta Resolução. Art. 2º Ficam revogadas as Deliberações nº 446, ;
35;Existe um valor mínimo que devo receber por um frete? Como esse piso é calculado?;5386/2017;RESOLUÇÃO Nº 5.386, DE 12 DE JULHO DE 2017 Estabelece as condições para implementação do Programa de Regularização de Dé;RESOLUÇÃO Nº 5.386, DE 12 DE JULHO DE 2017 Estabelece as condições para implementação do Programa de Regularização de Débitos não Tributários - PRD, instituído pela Lei nº 13.494, de 24 de outubro de 2017 . (Redação dada pela Resolução 5825/2018/DG/ANTT/MTPA ) Redações Anteriores A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DEB - 096, de 12 de julho de 2017, e no que consta do Processo nº 50500.360662/2017-20, resolve: Art. 1º Estabelecer as condições para implementação do Programa de Regularização de Débitos não T;
36;Que norma trata da revisão e do reajuste das tarifas nas concessões rodoviárias?;5831/2018;RESOLUÇÃO Nº 5.831, DE 23 DE OUTUBRO DE 2018 Regulamenta o Estabelecimento, a Revisão e a Apuração das Metas de Produção;"RESOLUÇÃO Nº 5.831, DE 23 DE OUTUBRO DE 2018 Regulamenta o Estabelecimento, a Revisão e a Apuração das Metas de Produção e das Metas de Segurança no âmbito das concessões ferroviárias. (Redação dada pela Resolução 5946/2021/DG/ANTT/MI ) Redações Anteriores Veja Também A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso da competência que lhe foi conferida pelo art. 20, II, ""a"" e pelo art. 24, IV da Lei nº 10.233, de 5 de junho de 2001, combinado com o disposto no art. 11, VIII do Regimento Interno da ANTT, aprovado mediante a Resolução nº 5.810, de 3 de maio de 2";
37;Que multas e penalidades a ANTT pode aplicar a quem transporta carga irregularmente?;5888/2020;RESOLUÇÃO Nº 5.888, DE 12 DE MAIO DE 2020 Aprova o Regimento Interno da Agência Nacional de Transportes Terrestres;"RESOLUÇÃO Nº 5.888, DE 12 DE MAIO DE 2020 Aprova o Regimento Interno da Agência Nacional de Transportes Terrestres. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres, no uso da atribuição que lhe confere o art. 60, parágrafo único da Lei nº 10.233, de 5 de junho de 2001, fundamentada no Voto DMM - 032, de 5 de maio de 2020, e no que consta do Processo nº 50500.181279/ 2018-98, resolve: Art. 1º (Revogado pela Resolução 5976/2022/DG/ANTT/MI ) Redações Anteriores Art. 2º A Resolução nº 5.818, de 3 de maio de 2018 , passa a vigorar com as seguintes alterações: "" Art. 6º Ao Superi";
38;"Preciso transportar explosivos; a carga tem que ter sinalização e rótulo de risco?";6038/2024;RESOLUÇÃO Nº 6.038, DE 8 DE FEVEREIRO DE 2024 Dispõe sobre o transporte rodoviário internacional de cargas e dá outras p;RESOLUÇÃO Nº 6.038, DE 8 DE FEVEREIRO DE 2024 Dispõe sobre o transporte rodoviário internacional de cargas e dá outras providências. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DGS - 010, de 8 de fevereiro de 2024 , e no que consta do processo nº 50500.088320/2021-53, resolve: CAPÍTULO I DAS DISPOSIÇÕES PRELIMINARES Art. 1º Estabelecer normas para o transporte rodoviário internacional de cargas nos termos dos Acordos Internacionais vigentes. § 1º A prestação de serviço de transporte rodoviário internacional de car;
39;"Tenho débitos com a ANTT que ainda não foram para a dívida ativa; consigo parcelar?";5830/2018;RESOLUÇÃO Nº 5.830, DE 10 DE OUTUBRO DE 2018 Dispõe sobre o parcelamento de débitos não inscritos em Dívida Ativa, oriun;RESOLUÇÃO Nº 5.830, DE 10 DE OUTUBRO DE 2018 Dispõe sobre o parcelamento de débitos não inscritos em Dívida Ativa, oriundos de multas aplicadas pela Agência Nacional de Transportes Terrestres - ANTT em razão do exercício do seu poder de polícia. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DEB - 294, de 3 de outubro de 2018, e no que consta do Processo nº 50500.615387/2017-97, resolve: Art. 1º Autorizar o parcelamento administrativo dos débitos não inscritos em Dívida Ativa, oriundos de multas aplicadas pela ANTT e;
40;"Sou embarcador e contratei um caminhoneiro autônomo; preciso adiantar o pedágio da viagem?";6024/2023;RESOLUÇÃO Nº 6.024, DE 3 DE AGOSTO DE 2023 Estabelece as normas para o Vale-Pedágio obrigatório e institui os procedimen;RESOLUÇÃO Nº 6.024, DE 3 DE AGOSTO DE 2023 Estabelece as normas para o Vale-Pedágio obrigatório e institui os procedimentos de habilitação de empresas fornecedoras em âmbito nacional, os procedimentos de aprovação de modelos e sistemas operacionais e institui as infrações e suas respectivas penalidades. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DLA - 063, de 3 de agosto de 2023 , e no que consta do processo nº 50500.025441/2020-11, resolve: Art. 1º Estabelecer as normas para o Vale-Pedágio obrigatório e institui;
41;Existe algum programa para eu regularizar débitos não tributários com a agência?;5831/2018;RESOLUÇÃO Nº 5.831, DE 23 DE OUTUBRO DE 2018 Regulamenta o Estabelecimento, a Revisão e a Apuração das Metas de Produção;"RESOLUÇÃO Nº 5.831, DE 23 DE OUTUBRO DE 2018 Regulamenta o Estabelecimento, a Revisão e a Apuração das Metas de Produção e das Metas de Segurança no âmbito das concessões ferroviárias. (Redação dada pela Resolução 5946/2021/DG/ANTT/MI ) Redações Anteriores Veja Também A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso da competência que lhe foi conferida pelo art. 20, II, ""a"" e pelo art. 24, IV da Lei nº 10.233, de 5 de junho de 2001, combinado com o disposto no art. 11, VIII do Regimento Interno da ANTT, aprovado mediante a Resolução nº 5.810, de 3 de maio de 2";
42;"Sou transportador de carga própria; também sou obrigado a me registrar na ANTT?";6038/2024;RESOLUÇÃO Nº 6.038, DE 8 DE FEVEREIRO DE 2024 Dispõe sobre o transporte rodoviário internacional de cargas e dá outras p;RESOLUÇÃO Nº 6.038, DE 8 DE FEVEREIRO DE 2024 Dispõe sobre o transporte rodoviário internacional de cargas e dá outras providências. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DGS - 010, de 8 de fevereiro de 2024 , e no que consta do processo nº 50500.088320/2021-53, resolve: CAPÍTULO I DAS DISPOSIÇÕES PRELIMINARES Art. 1º Estabelecer normas para o transporte rodoviário internacional de cargas nos termos dos Acordos Internacionais vigentes. § 1º A prestação de serviço de transporte rodoviário internacional de car;
43;Como a ANTT reajusta a tarifa de pedágio cobrada pelas concessionárias?;5831/2018;RESOLUÇÃO Nº 5.831, DE 23 DE OUTUBRO DE 2018 Regulamenta o Estabelecimento, a Revisão e a Apuração das Metas de Produção;"RESOLUÇÃO Nº 5.831, DE 23 DE OUTUBRO DE 2018 Regulamenta o Estabelecimento, a Revisão e a Apuração das Metas de Produção e das Metas de Segurança no âmbito das concessões ferroviárias. (Redação dada pela Resolução 5946/2021/DG/ANTT/MI ) Redações Anteriores Veja Também A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso da competência que lhe foi conferida pelo art. 20, II, ""a"" e pelo art. 24, IV da Lei nº 10.233, de 5 de junho de 2001, combinado com o disposto no art. 11, VIII do Regimento Interno da ANTT, aprovado mediante a Resolução nº 5.810, de 3 de maio de 2";
44;Quem dentro da ANTT tem competência delegada para decidir sobre esses assuntos?;5818/2018;RESOLUÇÃO Nº 5.818, DE 3 DE MAIO DE 2018 Aprova a delegação de competências da Diretoria Colegiada às Superintendências ;RESOLUÇÃO Nº 5.818, DE 3 DE MAIO DE 2018 Aprova a delegação de competências da Diretoria Colegiada às Superintendências da Agência Nacional de Transportes Terrestres. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres, no uso de suas atribuições, fundamentada no Voto DMV - 139, de 2 de maio de 2018, e no que consta do Processo nº 50500.434328/2016-39, resolve: Art. 1º Aprovar a delegação de competências da Diretoria Colegiada às Superintendências da Agência Nacional de Transportes Terrestres, nos termos do Anexo desta Resolução. Art. 2º Ficam revogadas as Deliberações nº 446, ;
45;"Preciso transportar explosivos; a carga tem que ter sinalização e rótulo de risco?";5232/2016;RESOLUÇÃO Nº 5.232, DE 14 DE DEZEMBRO DE 2016 Aprova as Instruções Complementares ao Regulamento Terrestre do Transporte;"RESOLUÇÃO Nº 5.232, DE 14 DE DEZEMBRO DE 2016 Aprova as Instruções Complementares ao Regulamento Terrestre do Transporte de Produtos Perigosos, e dá outras providências. Revogada pela Resolução 5947/2021/DG/ANTT/MI A Diretoria da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DSL - 211, de 9 de dezembro de 2016, no que consta dos Processos nos 50500.310609/2016-05 e 50500.056919/2015-80; CONSIDERANDO a Lei 10.233, de 5 de junho de 2001, que estabelece no inciso VII do artigo 22, que constitui esfera de atuação da ANTT o transporte de produto";
46;Onde encontro a estrutura organizacional e as competências internas da ANTT?;5976/2022;RESOLUÇÃO Nº 5.976, DE 7 DE ABRIL DE 2022 Aprova o Regimento Interno da Agência Nacional de Transportes Terrestres;RESOLUÇÃO Nº 5.976, DE 7 DE ABRIL DE 2022 Aprova o Regimento Interno da Agência Nacional de Transportes Terrestres. Série Histórica A Diretoria Colegiada da Agência Nacional de Transportes Terrestres, no uso da atribuição que lhe confere o art. 60, parágrafo único da Lei nº 10.233, de 5 de junho de 2001 , fundamentada no Voto DDB - 043, de 7 de abril de 2022 , e no que consta do Processo nº 50500.015779/2022-19, resolve: Art. 1º Aprovar o Regimento Interno da Agência Nacional de Transportes Terrestres, nos termos do Anexo desta Resolução. Art. 2º Revoga-se o art. 1º e o Anexo da Resolução nº 5;
47;O parcelamento de débito com a ANTT tem número máximo de parcelas?;5830/2018;RESOLUÇÃO Nº 5.830, DE 10 DE OUTUBRO DE 2018 Dispõe sobre o parcelamento de débitos não inscritos em Dívida Ativa, oriun;RESOLUÇÃO Nº 5.830, DE 10 DE OUTUBRO DE 2018 Dispõe sobre o parcelamento de débitos não inscritos em Dívida Ativa, oriundos de multas aplicadas pela Agência Nacional de Transportes Terrestres - ANTT em razão do exercício do seu poder de polícia. A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, fundamentada no Voto DEB - 294, de 3 de outubro de 2018, e no que consta do Processo nº 50500.615387/2017-97, resolve: Art. 1º Autorizar o parcelamento administrativo dos débitos não inscritos em Dívida Ativa, oriundos de multas aplicadas pela ANTT e;
48;Que norma trata da revisão e do reajuste das tarifas nas concessões rodoviárias?;5998/2022;RESOLUÇÃO Nº 5.998, DE 3 DE NOVEMBRO DE 2022 Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos, ;RESOLUÇÃO Nº 5.998, DE 3 DE NOVEMBRO DE 2022 Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos, aprova suas Instruções Complementares, e dá outras providências. Série Histórica A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, considerando o disposto no inciso XIV do art. 24 da Lei nº 10.233, de 5 de junho de 2001 , fundamentada no Voto DGS - 114, de 3 de novembro de 2022 , e no que consta do processo nº 50500.017488/2021-84, resolve: Art. 1º Atualizar o Regulamento para o Transporte Rodoviário de Produtos Perigosos ;
49;O parcelamento de débito com a ANTT tem número máximo de parcelas?;5867/2020;RESOLUÇÃO Nº 5.867, DE 14 DE JANEIRO DE 2020 (*) Estabelece as regras gerais, a metodologia e os coeficientes dos pisos ;RESOLUÇÃO Nº 5.867, DE 14 DE JANEIRO DE 2020 (*) Estabelece as regras gerais, a metodologia e os coeficientes dos pisos mínimos, referentes ao quilômetro rodado na realização do serviço de transporte rodoviário remunerado de cargas, por eixo carregado, instituído pela Política Nacional de Pisos Mínimos do Transporte Rodoviário de Cargas - PNPM-TRC. Veja Também A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições conferidas pelo inciso II do art. 20 da Lei nº 10.233, de 5 de junho de 2001, na Lei nº 13.703, de 8 de agosto de 2018, fundamentada n;
50;"Quero abrir uma linha regular de ônibus entre dois estados; o que a regulação exige?";5998/2022;RESOLUÇÃO Nº 5.998, DE 3 DE NOVEMBRO DE 2022 Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos, ;RESOLUÇÃO Nº 5.998, DE 3 DE NOVEMBRO DE 2022 Atualiza o Regulamento para o Transporte Rodoviário de Produtos Perigosos, aprova suas Instruções Complementares, e dá outras providências. Série Histórica A Diretoria Colegiada da Agência Nacional de Transportes Terrestres - ANTT, no uso de suas atribuições, considerando o disposto no inciso XIV do art. 24 da Lei nº 10.233, de 5 de junho de 2001 , fundamentada no Voto DGS - 114, de 3 de novembro de 2022 , e no que consta do processo nº 50500.017488/2021-84, resolve: Art. 1º Atualizar o Regulamento para o Transporte Rodoviário de Produtos Perigosos ;
